id_manihot,id_arabidopsis,EC,KO,log2_fold_change,valor_p_ajustado
Manes.06G148500,AT4G20850.1,3.4.14.10,K01280,7.6741742095064405,0.00545073667330001
Manes.03G063700,AT2G37110.1,0,0,7.61634812430151,3.5634832222083705e-05
Manes.05G110700,AT1G18650.1,0,0,7.58719634077376,0.000666464926209524
Manes.16G137000,0,0,0,7.54839340564978,0.00195488665485208
Manes.01G073700,AT4G12130.1,0,K22073,7.3492217909998,0.00785147321272675
Manes.01G275000,AT1G53820.1,0,0,7.17782851279066,7.62695920869406e-06
Manes.04G125700,AT1G11300.1,2.7.11.1,0,7.11826165053833,0.00133480447357136
Manes.05G008200,AT4G01690.1,1.3.3.4,K00231,7.086577679172589,0.000401917877018291
Manes.11G037600,AT1G79830.3,0,K20286,6.8964588844169405,0.00418724833637167
Manes.09G039500,AT3G58580.1,3.1.13.4,K12603,6.84492223221411,0.00576512788889724
Manes.11G081600,AT4G34710.2,4.1.1.19,K01583,6.75700092526772,2.78218769367031e-05
Manes.05G141000,AT5G20890.1,0,K09494,6.6895451617998205,2.7300973554137602e-05
Manes.02G041600,AT4G16760.1,1.3.3.6,K00232,6.5028901847153,0.00648791291833062
Manes.11G096700,AT2G16860.1,0,K12868,6.2989949325037005,0.0009689099583695391
Manes.01G262800,AT4G00770.1,0,0,6.17182067618675,0.0015279980114335698
Manes.05G050400,AT3G20050.1,0,K09493,6.02873767265591,0.00395879500904495
Manes.15G163900,AT4G34480.1,3.2.1.39,0,5.99705109362613,0.0009148425543838609
Manes.07G066800,AT3G19540.1,0,0,5.8790805997434905,0.0007141594435763019
Manes.16G137700,AT4G31290.1,0,K22596,5.64353505112881,0.00587020084028063
Manes.02G178700,AT1G43670.1,3.1.3.11,K03841,5.6397982334798895,5.1681224237969395e-05
Manes.17G008800,AT5G48790.1,0,0,5.4911653162608305,0.00903283071705035
Manes.04G083400,AT4G34700.1,0,K03965,5.127580679849901,0.000789815088015932
Manes.16G071400,0,0,0,4.5849812542040596,0.00127982810254244
Manes.09G007300,AT3G52990.1,2.7.1.40,K00873,3.74513127681628,0.000718254119732651
Manes.12G132300,AT1G22380.1,2.4.1.85,K16266,3.36020283775236,0.000699209653487837
Manes.05G056000,AT4G09320.1,2.7.4.6,K00940,2.8013446008108995,0.00403593355114049
Manes.08G033900,AT2G35940.2,0,0,2.53088654457835,0.0014093675041331301
