id_manihot,id_arabidopsis,EC,KO,log2_fold_change,valor_p_ajustado
Manes.09G108300,0,0,0,5.25672124253083,8.18662735912312e-05
Manes.S065500,AT5G42570.1,0,0,5.24683357470249,0.000428168082838648
Manes.01G177000,AT3G13610.1,0,K06892,5.2268444856377805,9.97146640069309e-06
Manes.S065000,AT2G47430.1,2.7.13.3,,5.162739292031519,0.00677188075584966
Manes.14G166500,AT5G59320.1,0,0,5.1522802573097595,5.5698652095595394e-08
Manes.09G000300,AT2G40950.1,0,0,5.15053568188754,0.0031377768683614
Manes.06G007600,AT1G18210.1,0,K13448,5.0960828043563895,0.0005947347133721559
Manes.12G017300,AT4G27670.1,0,K13993,5.066477804230059,5.599132544545239e-05
Manes.12G143900,AT4G31500.1,0,0,5.01233571090708,8.24289642422438e-05
Manes.13G068000,AT1G11910.1,3.4.23.40,K08245,4.94740611813898,0.0035719908702909
Manes.12G144200,AT4G31500.1,0,0,4.7649015712497,3.71193113117207e-05
Manes.09G138200,AT5G17920.2,2.1.1.14,K00549,4.70293728536324,0.0054455358492175
Manes.11G146600,AT1G08010.1,0,0,4.6719666928439505,0.000773076712556058
Manes.16G025900,AT3G47160.1,0,0,4.62231640655599,0.00108257339296805
Manes.18G057500,AT1G09920.1,0,0,4.497404656770691,5.85886186784356e-05
Manes.03G060000,AT2G25760.1,2.7.11.1,0,4.49571068579259,1.11038343279825e-12
Manes.09G007300,AT3G52990.1,2.7.1.40,K00873,4.42597226404758,1.52895934658537e-05
Manes.14G018900,AT5G53280.1,0,0,4.40599534186457,0.00144130661590865
Manes.02G003700,AT5G41970.1,0,0,4.3673026551503,0.000353474005951744
Manes.11G061300,AT1G80510.1,0,0,4.2353909851296,0.0022453307224897102
Manes.13G015200,AT3G04120.1,1.2.1.12,K00134,4.18951212648798,0.00408872462183261
Manes.01G033800,AT1G26750.1,0,K17402,4.1496779474433,0.000233682943228711
Manes.07G024100,AT1G09810.1,0,K20102,4.14234907110888,0.00346938794815442
Manes.07G140400,AT2G40510.1,0,K02976,3.8428511072459,0.00827777895643048
Manes.05G142000,AT1G76100.1,0,K02638,3.81122951218024,0.00520295417699605
Manes.07G063600,AT3G22142.1,0,0,3.74546342899387,0.006935798168466721
Manes.18G012200,AT4G24190.1,0,K09487,3.66873437266868,2.1867151101137698e-05
Manes.03G190100,AT3G06330.1,6.3.2.19,0,3.43140390847687,0.004900270664203879
Manes.08G033900,AT2G35940.2,0,0,3.30261466204238,5.40828401201588e-07
Manes.08G067800,AT3G22142.1,0,0,3.1376816545749997,0.00144441548314055
