id_manihot,id_arabidopsis,EC,KO,log2_fold_change,valor_p_ajustado
Manes.06G008600,AT2G22360.1,0,K03686,9.72037487818089,0.00229845263480725
Manes.13G068000,AT1G11910.1,3.4.23.40,K08245,9.66848875071815,2.46605977528037e-11
Manes.14G015400,AT5G13020.1,0,0,9.63131577520339,0.000593606744558515
Manes.01G074100,AT4G12290.1,1.4.3.21,K00276,9.58629396408116,0.000227601023286821
Manes.02G154600,AT1G78070.1,0,0,9.565626223197679,4.4563595369812495e-21
Manes.11G082800,AT4G32551.2,0,0,9.56104675015527,4.6708335521645e-06
Manes.07G070100,AT4G35220.1,3.5.1.9,0,9.45850911100761,0.00221497185043623
Manes.09G172200,AT3G05600.1,3.3.2.10,0,9.430599169126019,2.53701763529932e-06
Manes.12G065600,AT4G16360.3,0,K07199,9.35283958225626,0.0017815367799888801
Manes.06G162500,AT3G21070.2,"2.7.1.23,2.7.1.86",K00858,9.33871002572161,0.000392624794842482
Manes.18G098000,AT1G34270.1,2.4.2.41,0,9.250766357303892,0.000680835709564802
Manes.11G076300,AT5G13440.1,1.10.2.2,K00411,9.211490888203109,5.92402920316886e-17
Manes.01G164200,AT2G29630.3,4.1.99.17,K03147,9.17726507334182,0.0033851147524167897
Manes.10G029000,AT3G12380.1,0,K11672,9.13178145646798,0.000363729483114742
Manes.13G064000,AT3G07800.1,2.7.1.21,K00857,9.09874920661824,0.000719050770082278
Manes.14G059300,AT3G48280.1,0,0,9.08736809196448,0.00016721540685768601
Manes.08G156500,0,0,0,9.05899807610848,0.000366460031253956
Manes.04G140100,AT3G13850.1,0,0,9.05522652367757,1.13555600136545e-06
Manes.06G071000,AT1G25510.1,3.4.23.12,K22683,9.01444512283972,0.000121043390144333
Manes.14G043900,AT5G61840.1,2.4.2.41,K20870,8.957683974823778,1.60314740606604e-10
Manes.01G156600,AT5G65980.1,0,K07088,8.884642340880161,1.34622969581089e-10
Manes.04G089100,AT4G39230.1,0,K23050,8.847828944484212,0.00953343447257096
Manes.07G054200,AT4G33800.1,0,0,8.82275726811945,1.7948432719699799e-06
Manes.10G095900,AT2G14170.1,1.2.1.27,K00140,8.74036218965003,1.43144537519484e-07
Manes.03G086500,AT4G26330.1,3.4.14.10,0,8.72481012924419,4.66649636719211e-10
Manes.15G009900,AT3G16770.1,0,K09286,8.69450765004706,2.31503736479261e-08
Manes.13G091100,AT2G22240.1,5.5.1.4,K01858,8.68626510455735,1.35450738252914e-06
Manes.13G070400,AT2G05710.1,4.2.1.3,K01681,8.66114762455719,2.13849542353488e-09
Manes.05G119900,AT1G19260.1,0,0,8.55247443370705,6.19271521032275e-06
Manes.11G098400,AT4G38460.1,2.5.1.29,K13789,8.55060751881517,0.0005278163298230709
Manes.15G183900,AT4G10340.1,0,K08916,8.529943156713509,9.38510342600154e-11
Manes.02G117100,AT5G63870.1,3.1.3.16,K04460,8.5204960090191,0.000147946826064269
Manes.01G256200,AT2G45910.1,2.7.11.1,0,8.50699419454822,1.86773445141608e-06
Manes.01G275000,AT1G53820.1,0,0,8.47150059652526,1.08710188393724e-09
Manes.05G043500,AT2G45500.1,3.6.4.3,K13254,8.41119726090638,0.0007899713317094769
Manes.12G144000,AT4G31500.1,0,0,8.406127796558339,2.8080606648649002e-11
Manes.02G090500,AT2G43020.1,1.5.3.17,K17839,8.395326109073121,3.7969330572224106e-08
Manes.09G135900,AT5G17770.1,1.6.2.2,K00326,8.393643142652941,1.04165483295613e-07
Manes.01G033700,AT2G03220.1,2.4.1.69,K13681,8.308420032909089,0.0016879028379819699
Manes.11G129300,AT1G05710.4,0,0,8.250217090007201,0.00150496661997435
Manes.16G113000,AT4G29100.1,0,0,8.22812993765118,1.89671152999045e-08
Manes.02G216800,AT2G30150.1,2.4.1.203,0,8.17290855294192,0.0027247422912063
Manes.03G158100,AT4G13430.1,4.2.1.33,K01703,8.16623030818946,9.1575478310395e-06
Manes.15G015900,AT5G18640.1,3.1.1.3,0,8.137955156151731,6.046866572056429e-05
Manes.18G069100,AT1G78070.1,0,0,8.13015133317238,2.25669494652025e-05
Manes.09G179000,AT1G09340.1,0,0,8.128344835194909,0.000180970562864842
Manes.09G115700,AT3G51730.1,0,K12382,8.04272167198138,2.3725116232799703e-06
Manes.04G025400,AT1G29900.1,6.3.5.5,K01955,8.027241636769531,0.00192529418559301
Manes.02G099900,AT4G36280.1,0,0,8.02136493403035,0.0089646160910256
Manes.14G084400,AT5G62380.1,0,0,7.9696408208362195,0.000535942648019673
Manes.15G054000,AT3G24100.1,0,0,7.91213830206326,5.65539745131424e-09
Manes.15G125500,AT4G21060.2,2.4.1.134,K20843,7.9054626279711995,0.0009605313984167279
Manes.10G052600,AT5G58330.1,1.1.1.82,K00051,7.9014829417440495,2.36014258038804e-07
Manes.13G129900,AT2G23610.1,0,0,7.8764816126719905,3.59020557368494e-07
Manes.13G114700,AT4G37470.1,0,0,7.86456003035694,0.00123380480697706
Manes.08G117200,AT3G05530.1,3.4.25.1,K03065,7.859315834166741,6.149315429661511e-07
Manes.14G159800,AT5G57250.1,0,0,7.85422824022694,0.000807114276798338
Manes.17G107500,AT3G27320.1,3.1.1.1,0,7.84747743332999,0.0022758941624516603
Manes.09G131700,AT5G17600.1,0,0,7.8272260364258806,7.281993300097901e-06
Manes.03G081200,AT3G19820.2,1.3.1.72,K09828,7.7896367894045495,4.998260988452699e-07
Manes.14G033900,AT5G51550.1,0,0,7.78245661929683,2.25293727772938e-11
Manes.14G021900,AT1G01490.2,0,0,7.728988264837071,0.0011974724379821698
Manes.08G040900,AT3G58560.1,3.1.13.4,K12603,7.727405600431499,0.0048031214056187
Manes.10G122900,AT1G22940.1,"2.5.1.3,2.7.1.49,2.7.4.7",K14153,7.69487708923473,0.009784477744415541
Manes.04G078800,AT4G38800.1,3.2.2.16,K01244,7.669285914144731,3.91760347353118e-05
Manes.14G118100,AT5G20410.1,2.4.1.46,K03715,7.65927827850402,1.54789880308137e-08
Manes.16G049700,AT1G79380.1,0,K16280,7.59274876423239,1.09397550629851e-06
Manes.18G017100,AT4G24160.1,2.3.1.51,K13699,7.55999364424312,0.000265213679932466
Manes.06G172600,AT1G56070.1,3.6.5.3,K03234,7.55932946352983,3.37584856485299e-22
Manes.03G150200,AT2G33150.1,2.3.1.16,K07513,7.54158484130084,2.3725116232799703e-06
Manes.04G073800,AT5G11880.1,4.1.1.20,K01586,7.538924050506361,0.000244939109257925
Manes.08G142400,AT3G04290.1,3.1.1.3,0,7.49508753189103,7.50074022949102e-05
Manes.12G144200,AT4G31500.1,0,0,7.489182690007531,1.89711900700125e-12
Manes.03G027700,AT5G19740.1,3.4.17.11,K01301,7.368270039094731,0.00153687530171558
Manes.04G044100,AT1G04260.1,0,K20359,7.36589828066939,5.14732311615576e-07
Manes.09G112500,AT5G01710.1,0,0,7.3600536756222,1.25934859340697e-06
Manes.15G186400,AT4G25960.1,3.6.3.44,K05658,7.33813887577225,0.000671091155440029
Manes.02G040300,AT4G17310.1,0,0,7.33471801496695,0.000318297004684598
Manes.01G225300,AT1G67030.1,0,0,7.3006113963829895,0.000795597553449133
Manes.04G101700,AT5G48930.1,2.3.1.133,K13065,7.291246920558231,1.59239201976332e-05
Manes.14G160700,0,0,0,7.2703895460422805,0.000795597553449133
Manes.13G039100,AT2G20360.1,1.6.5.3,K03953,7.208781192371041,0.000509612253298425
Manes.06G142400,AT5G51970.2,1.1.1.140,K00008,7.20215736414708,1.31671864005771e-10
Manes.16G001400,AT4G22300.1,3.1.1.5,K06130,7.19830876905136,0.000566985800622713
Manes.09G138200,AT5G17920.2,2.1.1.14,K00549,7.19818820279264,8.695604738845421e-07
Manes.13G110300,AT2G22900.1,2.4.2.39,0,7.1149317347919,0.0023265457128386104
Manes.17G058000,AT2G34200.1,0,0,7.11375873416997,5.81329242911848e-05
Manes.S080400,AT4G03280.1,1.10.9.1,K02636,7.0853855511808,1.67582865674204e-07
Manes.01G236000,AT3G62060.1,0,K19882,7.01657397507992,0.00927737389857052
Manes.01G008800,AT2G44160.1,1.5.1.20,K00297,6.972686102850179,4.83525240198286e-05
Manes.18G016200,AT4G31500.1,0,0,6.96041573708947,9.233782874603e-05
Manes.10G034500,AT3G55410.1,1.2.4.2,K00164,6.94866124659355,0.00135648661162016
Manes.12G143900,AT4G31500.1,0,0,6.93888502267611,3.43627455310763e-09
Manes.04G125700,AT1G11300.1,2.7.11.1,0,6.9110976921099105,0.000176559290886888
Manes.06G087500,AT5G07830.1,"3.2.1.31,3.2.1.167",K07964,6.91080284677711,4.2206115410198205e-05
Manes.15G182200,AT4G17770.1,"2.4.1.15,3.1.3.12",K16055,6.90991633934238,0.0010106396493262699
Manes.01G026800,AT1G13700.1,3.1.1.31,K01057,6.884880033984821,0.0092812186736045
Manes.09G001100,AT3G56880.1,0,0,6.86351380033827,0.0005189377545979481
Manes.15G067700,AT4G26850.1,2.7.7.69,K14190,6.8174866918153505,6.66054223765294e-05
Manes.16G000600,AT1G03475.1,1.3.3.3,K00228,6.7477094023159,8.285085115075e-06
Manes.05G003600,AT2G47390.1,3.4.19.1,0,6.74587073044461,0.00107195528194886
Manes.14G052200,AT2G18110.1,0,K03232,6.74499265219181,2.93830678521234e-05
Manes.02G142800,AT5G53370.1,3.1.1.11,0,6.74316766261687,9.791386375039429e-11
Manes.09G181200,AT1G11910.1,3.4.23.40,K08245,6.661261935903929,0.00499004776551087
Manes.04G138400,AT1G53540.1,0,K13993,6.55045372998463,2.5017399061926002e-05
Manes.14G047100,AT5G50870.1,6.3.2.19,K04649,6.5456642187308205,0.0083222240285071
Manes.S022600,AT3G53620.1,3.6.1.1,K01507,6.54255591640512,2.74129513789277e-16
Manes.06G118500,AT2G18110.1,0,K03232,6.53076452756762,0.000259359311738946
Manes.07G114300,AT3G12570.3,0,0,6.514180436154731,0.00922644884937791
Manes.06G084100,AT1G74210.1,3.1.4.46,K01126,6.4864874478217605,0.00014397749913515201
Manes.06G122800,AT3G48730.1,5.4.3.8,K01845,6.461661464865,0.0030907512414666
Manes.03G063300,AT2G37130.1,1.11.1.7,K00430,6.358502128552001,8.989894105652849e-07
Manes.11G069900,AT1G16070.1,0,0,6.35065330308713,0.000680835709564802
Manes.04G006200,AT3G44590.1,0,K02943,6.25467382554123,0.0005897003249641599
Manes.03G033900,AT2G19520.1,0,K10752,6.2146158281586805,0.0043156841560362605
Manes.16G089400,AT5G20860.1,3.1.1.11,K01051,6.190247142596999,0.007508383364137841
Manes.17G019500,AT4G18020.2,0,0,6.16078724667089,5.63413144624232e-06
Manes.17G091600,AT2G46290.1,0,K03246,6.12417934389798,0.000699325140489497
Manes.06G153900,AT4G11260.1,0,K12795,6.08079020891613,0.000319316546465037
Manes.08G136700,AT3G04610.1,0,K21444,6.051093695469049,0.00304697887732565
Manes.14G106700,AT4G11220.1,0,0,6.050482117923139,0.00480995151495357
Manes.17G100600,AT4G34480.1,3.2.1.39,0,6.034648692192481,1.9186321608430302e-05
Manes.01G265800,AT3G60820.3,3.4.25.1,K02732,6.013811694718361,0.000382854628156777
Manes.S058400,AT1G55680.1,0,0,5.973362154939459,0.000269223660275538
Manes.06G176800,AT1G78880.1,0,0,5.9338552052201505,0.00836938426781271
Manes.05G060700,AT2G44530.1,2.7.6.1,K00948,5.929053713814531,7.22412322498495e-05
Manes.02G065600,AT3G02410.1,0,K15889,5.86050640159425,0.0091884340126546
Manes.01G032500,AT1G29150.1,0,K03036,5.82438224442983,0.00074451830245023
Manes.14G105800,AT1G25390.1,2.7.11.1,0,5.811234199824639,0.00849934013623982
Manes.15G174600,AT5G47080.1,0,K03115,5.75186942816631,0.000804982475947835
Manes.15G058700,AT3G07680.1,0,0,5.747980183462531,0.00017996580555073
Manes.01G112700,AT3G18280.1,0,0,5.7271502337875795,6.065408395022589e-07
Manes.15G068900,AT1G11910.1,3.4.23.40,K08245,5.7082919664604495,0.000322356230480653
Manes.08G046800,AT5G06900.1,1.14.13.28,0,5.707355269138,0.000239211661816171
Manes.15G160800,AT3G27090.1,0,0,5.702995084596259,0.000718191165217659
Manes.11G053500,AT1G80190.1,0,K10732,5.6386708786021,0.0026728170821926
Manes.18G121200,AT4G09990.1,2.1.1.112,K18801,5.540574048819559,0.00577801619562684
Manes.07G066800,AT3G19540.1,0,0,5.5358534108951,0.00111008466244407
Manes.S065500,AT5G42570.1,0,0,5.5221643396932105,0.000106190853757072
Manes.14G125900,AT1G30670.1,0,0,5.51820065073468,0.00642870142368959
Manes.16G101900,AT2G19520.1,0,K10752,5.509390367522941,0.00657543499078907
Manes.02G178700,AT1G43670.1,3.1.3.11,K03841,5.479062245974211,5.2323824702996695e-06
Manes.09G145900,AT5G33370.1,3.1.1.3,0,5.46939970323825,1.4272287843472901e-15
Manes.13G119500,AT5G43060.1,3.4.22.14,0,5.4458326285891605,0.00011136661380303798
Manes.01G003200,AT4G14040.1,0,K17285,5.4138996969867,0.00274313416739493
Manes.03G049000,AT2G26140.1,0,K08955,5.38295355382855,0.00172389474818854
Manes.06G082900,AT1G26355.1,0,K18635,5.371449800988651,0.00208028373980242
Manes.01G093200,AT5G07680.1,0,0,5.367544250291231,0.00263003957547765
Manes.02G129800,AT3G46640.2,0,0,5.25489840563488,0.000340062765282963
Manes.03G063700,AT2G37110.1,0,0,5.243493204345651,0.0019197049269485198
Manes.15G101100,AT1G78380.1,2.5.1.18,K00799,5.2294638494318395,0.000127822628079316
Manes.04G071200,AT4G38510.5,3.6.3.6,K02147,5.183057609670571,0.0006508196284620019
Manes.18G011900,AT3G21570.1,0,0,5.17814590724847,0.007069626894320241
Manes.14G116200,AT2G10940.1,0,0,5.17094820382326,5.2208883724853706e-11
Manes.13G154400,AT5G08450.2,0,0,5.15543152618077,0.0050327502912998
Manes.16G071400,0,0,0,5.140196662249379,4.2776591608771505e-05
Manes.08G096000,AT1G07030.1,0,K15113,5.09495683294706,0.0077944723415037
Manes.02G100800,AT4G36220.1,0,0,4.996403072098941,0.0028130110337235897
Manes.01G027100,AT2G03640.2,"3.6.4.13,3.6.4.12",0,4.9148987904499295,9.80547807332903e-05
Manes.13G102500,AT4G37970.1,1.1.1.195,0,4.895941530403911,3.94567025349306e-05
Manes.14G121100,AT1G80530.1,0,0,4.8204077169726505,0.008935725278316209
Manes.01G012300,AT3G25882.1,0,0,4.78625544066966,0.00245294948040806
Manes.12G017300,AT4G27670.1,0,K13993,4.75700074982914,0.000145109082027713
Manes.09G179800,AT1G56700.2,3.4.19.3,K01304,4.75194494559672,3.20358124719815e-05
Manes.16G025900,AT3G47160.1,0,0,4.74778069838636,0.000411691631878332
Manes.15G006000,AT3G16920.1,0,0,4.74081089655485,0.000319316546465037
Manes.15G069200,AT4G26910.2,2.3.1.61,K00658,4.7141531794252005,0.00628511963881483
Manes.10G145200,AT1G03940.1,2.3.1.171,0,4.7048663062511595,0.00126589866394757
Manes.01G177000,AT3G13610.1,0,K06892,4.68942457333726,9.620326038526141e-05
Manes.05G055700,AT1G02140.1,0,K12877,4.63559563703404,0.00244856279498377
Manes.15G054800,AT5G60390.3,3.6.5.3,K03231,4.59179357512277,2.0068348828022303e-05
Manes.13G103900,AT5G65620.1,3.4.24.70,K01414,4.56118501142087,0.00455232711013854
Manes.11G146600,AT1G08010.1,0,0,4.55329087805771,0.000731468513949349
Manes.15G033600,AT3G22890.1,2.7.7.4,K13811,4.49616986179464,0.0009183743022923279
Manes.12G132300,AT1G22380.1,2.4.1.85,K16266,4.43095967672566,1.44209733758773e-08
Manes.03G195100,AT2G47770.1,0,K05770,4.41496981265781,0.00255417674136527
Manes.01G033800,AT1G26750.1,0,K17402,4.411291010235019,2.71147639581186e-05
Manes.14G018900,AT5G53280.1,0,0,4.3639990928934695,0.0009076973427710279
Manes.11G061300,AT1G80510.1,0,0,4.3514056557765,0.000735646129333609
Manes.03G147000,AT1G07940.2,3.6.5.3,K03231,4.30595259336904,0.00842466613286158
Manes.02G161800,AT1G44820.1,3.5.1.14,K14677,4.30232151938971,0.00143275643361851
Manes.07G020100,AT1G60950.1,0,K02639,4.25602113847193,0.0029237342164472
Manes.03G060000,AT2G25760.1,2.7.11.1,0,4.24604341339138,1.7790722716771498e-11
Manes.14G145700,AT4G25810.1,2.4.1.207,K14504,4.12515652324414,0.000162859625054376
Manes.06G100200,AT1G74920.1,1.2.1.8,K00130,4.0849060172537595,0.00015275291722386598
Manes.02G003700,AT5G41970.1,0,0,4.03191402073754,0.00092922093088132
Manes.17G122100,AT5G14780.1,1.2.1.2,K00122,4.02817799330338,0.008561710866356341
Manes.14G164500,AT1G02330.1,0,0,3.88208528741518,0.00040634732007947
Manes.09G007300,AT3G52990.1,2.7.1.40,K00873,3.8689808332365203,0.000294625715933117
Manes.04G083800,AT4G38970.1,4.1.2.13,K01623,3.8228583517866896,0.0026743988055270103
Manes.13G017700,AT3G26340.1,3.4.25.1,K02737,3.7972487194492697,0.004295037160608729
Manes.02G007800,AT5G42050.1,0,0,3.7950039986577897,0.0041109638727128105
Manes.03G066300,AT5G25610.1,0,0,3.77406097413589,0.00483015895560848
Manes.11G135400,AT2G28680.1,0,0,3.75871693890618,0.00165088336563039
Manes.S055900,AT4G25810.1,2.4.1.207,K14504,3.681520870495,0.00520454776456557
Manes.15G054900,AT1G07930.1,3.6.5.3,K03231,3.4024886721763394,0.00269949948972289
Manes.16G090500,AT4G33250.1,0,K15028,3.30798581088131,0.00640641838062514
Manes.08G033900,AT2G35940.2,0,0,3.18457856413353,9.18579270441225e-07
Manes.08G067800,AT3G22142.1,0,0,3.08083921999576,0.00126589866394757
Manes.03G086200,AT4G10450.1,0,K02940,3.02435443094721,0.009783259858206871
