ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.10G052600	AT5G58330.1	1.1.1.82
Manes.08G117200	AT3G05530.1	3.4.25.1
Manes.17G107500	AT3G27320.1	3.1.1.1
Manes.03G081200	AT3G19820.2	1.3.1.72
Manes.08G040900	AT3G58560.1	3.1.13.4
Manes.10G122900	AT1G22940.1	2.5.1.3,2.7.1.49,2.7.4.7
Manes.04G078800	AT4G38800.1	3.2.2.16
Manes.14G118100	AT5G20410.1	2.4.1.46
Manes.18G017100	AT4G24160.1	2.3.1.51
Manes.06G172600	AT1G56070.1	3.6.5.3
Manes.03G150200	AT2G33150.1	2.3.1.16
Manes.04G073800	AT5G11880.1	4.1.1.20
Manes.08G142400	AT3G04290.1	3.1.1.3
Manes.03G027700	AT5G19740.1	3.4.17.11
Manes.15G186400	AT4G25960.1	3.6.3.44
Manes.04G101700	AT5G48930.1	2.3.1.133
Manes.13G039100	AT2G20360.1	1.6.5.3
Manes.06G142400	AT5G51970.2	1.1.1.140
Manes.16G001400	AT4G22300.1	3.1.1.5
Manes.09G138200	AT5G17920.2	2.1.1.14
Manes.07G001100	AT5G60900.1	2.7.11.1
Manes.13G110300	AT2G22900.1	2.4.2.39
Manes.S080400	AT4G03280.1	1.10.9.1
Manes.01G008800	AT2G44160.1	1.5.1.20
Manes.10G034500	AT3G55410.1	1.2.4.2
Manes.04G125700	AT1G11300.1	2.7.11.1
Manes.06G087500	AT5G07830.1	3.2.1.31,3.2.1.167
Manes.15G182200	AT4G17770.1	2.4.1.15,3.1.3.12
Manes.01G026800	AT1G13700.1	3.1.1.31
Manes.09G058800	AT5G03630.1	1.6.5.4
Manes.15G067700	AT4G26850.1	2.7.7.69
Manes.16G000600	AT1G03475.1	1.3.3.3
Manes.05G003600	AT2G47390.1	3.4.19.1
Manes.02G142800	AT5G53370.1	3.1.1.11
Manes.09G181200	AT1G11910.1	3.4.23.40
Manes.14G047100	AT5G50870.1	6.3.2.19
Manes.S022600	AT3G53620.1	3.6.1.1
Manes.06G084100	AT1G74210.1	3.1.4.46
Manes.06G122800	AT3G48730.1	5.4.3.8
Manes.03G063300	AT2G37130.1	1.11.1.7
Manes.16G089400	AT5G20860.1	3.1.1.11
Manes.S012900	AT1G05690.1	2.3.1.48
Manes.17G100600	AT4G34480.1	3.2.1.39
Manes.01G265800	AT3G60820.3	3.4.25.1
Manes.05G060700	AT2G44530.1	2.7.6.1
Manes.14G105800	AT1G25390.1	2.7.11.1
Manes.15G068900	AT1G11910.1	3.4.23.40
Manes.08G046800	AT5G06900.1	1.14.13.28
Manes.18G121200	AT4G09990.1	2.1.1.112
Manes.02G178700	AT1G43670.1	3.1.3.11
Manes.09G145900	AT5G33370.1	3.1.1.3
Manes.13G119500	AT5G43060.1	3.4.22.14
Manes.18G116300	AT1G31230.1	1.1.1.3
Manes.15G101100	AT1G78380.1	2.5.1.18
Manes.S065000	AT2G47430.1	2.7.13.3
Manes.04G071200	AT4G38510.5	3.6.3.6
Manes.S025100	AT4G36760.1	3.4.11.9
Manes.01G027100	AT2G03640.2	3.6.4.13,3.6.4.12
Manes.13G102500	AT4G37970.1	1.1.1.195
Manes.09G179800	AT1G56700.2	3.4.19.3
Manes.15G069200	AT4G26910.2	2.3.1.61
Manes.10G145200	AT1G03940.1	2.3.1.171
Manes.15G054800	AT5G60390.3	3.6.5.3
Manes.13G103900	AT5G65620.1	3.4.24.70
Manes.15G033600	AT3G22890.1	2.7.7.4
Manes.12G132300	AT1G22380.1	2.4.1.85
Manes.03G147000	AT1G07940.2	3.6.5.3
Manes.02G161800	AT1G44820.1	3.5.1.14
Manes.03G060000	AT2G25760.1	2.7.11.1
Manes.14G145700	AT4G25810.1	2.4.1.207
Manes.06G100200	AT1G74920.1	1.2.1.8
Manes.17G122100	AT5G14780.1	1.2.1.2
Manes.09G007300	AT3G52990.1	2.7.1.40
Manes.04G083800	AT4G38970.1	4.1.2.13
Manes.13G017700	AT3G26340.1	3.4.25.1
Manes.S055900	AT4G25810.1	2.4.1.207
Manes.15G054900	AT1G07930.1	3.6.5.3
