id_manihot,id_arabidopsis,EC,KO,log2_fold_change,valor_p_ajustado
Manes.07G126300,AT2G39990.1,0,K03249,8.80381518678233,2.12150179342203e-05
Manes.S033500,AT5G21060.1,1.1.1.3,0,8.74401676437451,0.00015588536954441298
Manes.09G066300,AT5G03380.1,0,0,8.7352140752837,2.8325628800400103e-05
Manes.03G187800,AT3G06270.1,3.1.3.16,0,8.63122934120403,3.0837741546611405e-05
Manes.06G076800,AT3G57030.1,4.3.3.2,K21407,8.40599191957334,0.000705721376329601
Manes.12G049000,AT4G13830.2,0,0,8.27844541094375,0.000336495438147723
Manes.09G096100,AT5G02050.1,0,K15414,8.2118212260533,3.17496551712351e-05
Manes.14G021900,AT1G01490.2,0,0,8.18061223681765,0.000816331410795225
Manes.08G006300,AT3G53400.1,0,0,8.18011365138,9.32491198914061e-06
Manes.12G043700,AT4G29040.1,3.4.25.1,K03062,8.14547291651372,0.00451146937276688
Manes.02G107200,AT5G66120.2,4.2.3.4,K01735,8.109258149775059,4.18769340166539e-05
Manes.10G153700,AT1G55360.1,0,0,8.064942412887879,5.24302382803388e-07
Manes.04G063000,AT5G22060.1,0,K09503,8.04264797412204,8.461648260947191e-05
Manes.02G209900,AT2G27040.1,0,K11593,8.02494380287708,0.0060185477037277
Manes.05G097100,AT1G69830.1,"3.2.1.1,3.2.1.141",K01176,7.974567656633379,3.3031646451389804e-05
Manes.10G060800,AT5G22060.1,0,K09503,7.94463696856352,1.91516663041978e-26
Manes.03G117700,AT3G20630.1,3.4.19.12,K11836,7.9253082433710995,1.77959241424329e-05
Manes.03G163500,AT1G04430.2,2.1.1.103,0,7.92234783424595,4.2338631446125195e-06
Manes.15G175800,AT3G28480.1,1.14.11.2,K00472,7.81506973312723,0.0010379484467967698
Manes.15G040600,AT2G31200.1,0,K05765,7.69503495542603,2.77362056383922e-06
Manes.01G189500,AT1G27000.1,0,0,7.66679774459991,0.00044150444655180704
Manes.01G183300,AT4G27880.1,6.3.2.19,K04506,7.64798599483562,0.00505692258486849
Manes.14G059200,AT1G13080.1,1.14.13.121,K20617,7.5489835945189405,0.0052878141410526
Manes.15G062500,AT3G26280.1,1.14.13.121,0,7.32870712048083,0.000322362833235475
Manes.10G026400,AT3G11410.1,3.1.3.16,K14497,7.327514041089599,0.007121030665956791
Manes.01G163500,AT2G29660.1,0,0,7.29883490451664,0.000181745893015741
Manes.11G014600,AT1G72370.1,0,K02998,7.272513309095499,0.00047687937909786604
Manes.09G072000,AT3G53500.2,0,K12896,7.26416042974058,1.39797193708827e-06
Manes.16G095100,AT3G45310.1,3.4.22.16,K01366,7.193818543852309,5.58381511631206e-14
Manes.13G051700,AT3G07310.1,0,0,7.160369243878809,7.127089436950949e-07
Manes.08G083400,AT3G54040.1,0,0,7.14334355515606,0.008008714632589209
Manes.01G073700,AT4G12130.1,0,K22073,7.05899445451414,0.00254163055582363
Manes.10G123200,AT1G60950.1,0,K02639,6.895716198734361,0.0022385673583161397
Manes.03G040700,AT3G45310.1,3.4.22.16,K01366,6.74229508916154,2.41968077563906e-05
Manes.04G053600,AT5G21070.1,0,0,6.74129480624928,1.58035702660322e-05
Manes.04G161300,AT1G50380.1,3.4.21.83,K01354,6.73043757993217,0.00241919335316986
Manes.01G022100,AT5G23090.2,0,K21751,6.70808056253492,0.0014135187074683301
Manes.03G033900,AT2G19520.1,0,K10752,6.556193705279861,0.0034711673106139302
Manes.07G020100,AT1G60950.1,0,K02639,6.45273513722431,8.968355674475019e-07
Manes.13G039100,AT2G20360.1,1.6.5.3,K03953,6.436797453869799,0.00441017256036859
Manes.05G064600,AT5G27690.1,0,0,6.4181706946959105,9.98645168699676e-07
Manes.04G146500,AT2G05840.1,3.4.25.1,K02730,6.40352973135653,0.000492150145066624
Manes.08G033400,AT2G01820.1,2.7.11.1,0,6.38712195832191,1.33229400102409e-05
Manes.04G149400,AT1G72370.1,0,K02998,6.31907772998088,2.73436920345015e-05
Manes.09G039200,AT1G57860.1,0,K02889,6.261355046837161,0.0019399427559499802
Manes.09G069100,AT3G53400.1,0,0,6.23695861616073,4.50607089623451e-06
Manes.14G052200,AT2G18110.1,0,K03232,6.22029647994406,0.000236659918815209
Manes.16G077600,0,0,0,6.07876184149811,0.00502909680707156
Manes.05G157100,AT5G42800.1,"1.1.1.219,1.1.1.234",K13082,5.906987287568639,0.00791788326690185
Manes.15G163900,AT4G34480.1,3.2.1.39,0,5.60975247632626,0.00031694362138940096
Manes.09G175600,AT2G47470.1,5.3.4.1,K09584,5.59842989823563,0.000954971632643306
Manes.13G068000,AT1G11910.1,3.4.23.40,K08245,5.57181292928382,0.0006597939685919611
Manes.04G006200,AT3G44590.1,0,K02943,5.52929369009459,0.00560585976744041
Manes.11G072300,AT1G12910.1,0,K11805,5.455694902950389,0.008428650363421209
Manes.03G017500,AT5G11420.1,0,0,5.2892007609458,0.000181399959550814
Manes.08G127300,AT4G14880.2,"2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47",K01738,5.25711332213346,0.000337648009077027
Manes.01G003200,AT4G14040.1,0,K17285,5.16987584880133,0.00790880818704627
Manes.11G081600,AT4G34710.2,4.1.1.19,K01583,5.155372937935651,0.000600223475679415
Manes.15G054000,AT3G24100.1,0,0,5.10543591198089,0.000835176914751111
Manes.09G157100,AT4G14880.2,"2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47",K01738,5.0346404156317,9.81875484802082e-06
Manes.16G127000,AT5G11000.1,0,0,4.8005867391829105,0.00663121555736663
Manes.06G110100,AT4G24690.1,0,K17987,4.76053414803711,0.00483935043331691
Manes.01G106600,AT3G02470.4,4.1.1.50,K01611,4.50907702063033,0.000201152426679506
Manes.03G088800,AT1G55210.2,0,0,4.02696464006481,0.0019530373656325398
Manes.07G140400,AT2G40510.1,0,K02976,4.0021467528125605,0.00560585976744041
Manes.13G033600,AT2G31200.1,0,K05765,3.69872456297888,0.00761298681965
Manes.02G034500,AT1G62790.1,0,0,3.4927016858668,0.00197154080739936
Manes.15G027600,AT5G24510.1,0,K02942,3.2020219047118803,0.00213798743898344
Manes.03G060000,AT2G25760.1,2.7.11.1,0,2.84952809920753,3.09758925829516e-05
