ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.06G122800	AT3G48730.1	5.4.3.8
Manes.16G095100	AT3G45310.1	3.4.22.16
Manes.12G030300	AT1G23820.1	2.5.1.16
Manes.01G084700	AT3G60340.2	3.1.2.22
Manes.02G161800	AT1G44820.1	3.5.1.14
Manes.12G113200	AT5G67460.1	3.2.1.39
Manes.11G012800	AT3G14290.1	3.4.25.1
Manes.16G011700	AT1G11545.1	2.4.1.207
Manes.15G147700	AT4G34350.1	1.17.1.2
Manes.18G060600	AT4G24620.1	5.3.1.9
Manes.04G125700	AT1G11300.1	2.7.11.1
Manes.09G039500	AT3G58580.1	3.1.13.4
Manes.05G157100	AT5G42800.1	1.1.1.219,1.1.1.234
Manes.08G032100	AT3G52500.1	3.4.23.12
Manes.05G097100	AT1G69830.1	3.2.1.1,3.2.1.141
Manes.14G094000	AT3G25570.1	4.1.1.50
Manes.17G085500	AT1G67980.1	2.1.1.104
Manes.S110800	AT3G29320.1	2.4.1.1
Manes.06G054000	AT2G39930.1	3.2.1.68
Manes.03G074000	AT1G31070.2	2.7.7.83,2.7.7.23
Manes.11G153700	AT2G27920.1	3.4.16.5
Manes.14G037900	AT5G61510.1	1.6.5.5
Manes.02G090800	AT3G58640.1	2.7.11.1
Manes.03G040700	AT3G45310.1	3.4.22.16
Manes.08G013400	AT3G09920.3	2.7.1.68
Manes.18G003300	AT1G42970.1	1.2.1.12,1.2.1.13
Manes.13G066200	AT2G05790.1	3.2.1.39
Manes.03G158100	AT4G13430.1	4.2.1.33
Manes.13G149900	AT2G20860.1	2.8.1.8
Manes.02G000800	AT1G32930.1	2.4.1.134
Manes.11G081600	AT4G34710.2	4.1.1.19
Manes.06G027900	AT4G39850.1	3.6.3.47
Manes.02G036700	AT4G12440.2	2.4.2.7
Manes.02G163300	AT3G26430.1	3.2.1.51
Manes.07G052100	AT1G52340.1	1.1.1.331
Manes.03G063400	AT2G37130.1	1.11.1.7
Manes.09G070300	AT1G12050.1	3.7.1.2
Manes.04G085600	AT4G39090.1	3.4.22.41
Manes.06G061700	AT2G01290.1	5.3.1.6
Manes.01G008800	AT2G44160.1	1.5.1.20
Manes.S012900	AT1G05690.1	2.3.1.48
Manes.06G084100	AT1G74210.1	3.1.4.46
Manes.04G083000	AT4G34710.2	4.1.1.19
Manes.13G061200	AT5G48230.2	2.3.1.9
Manes.15G068900	AT1G11910.1	3.4.23.40
Manes.03G041500	AT2G05840.1	3.4.25.1
Manes.17G026300	AT1G11840.6	4.4.1.5
Manes.18G033200	AT2G26560.1	3.1.1.26
Manes.05G081100	AT1G19670.1	3.1.1.14
Manes.15G058400	AT5G47750.1	2.7.11.1
Manes.13G078400	AT2G03200.1	3.4.23.12
Manes.S022600	AT3G53620.1	3.6.1.1
Manes.16G000600	AT1G03475.1	1.3.3.3
Manes.16G016400	AT1G61720.1	1.3.1.77
Manes.15G156500	AT5G40760.1	1.1.1.49
Manes.02G147600	AT4G24380.1	1.5.1.3
Manes.11G023700	AT3G13920.1	3.6.4.13
Manes.08G127300	AT4G14880.2	2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47
Manes.18G018400	AT4G39090.1	3.4.22.41
Manes.17G100600	AT4G34480.1	3.2.1.39
Manes.05G081000	AT1G19670.1	3.1.1.14
Manes.13G119500	AT5G43060.1	3.4.22.14
Manes.S019500	AT3G10410.1	3.4.16.5
Manes.04G010600	AT1G08200.1	4.1.1.35
Manes.09G179800	AT1G56700.2	3.4.19.3
Manes.01G038600	AT5G24400.1	3.1.1.31
Manes.10G076700	AT3G19450.1	1.1.1.195
Manes.12G076800	AT4G03210.1	2.4.1.207
Manes.13G107500	AT5G65760.1	3.4.16.2
Manes.06G172600	AT1G56070.1	3.6.5.3
Manes.11G076300	AT5G13440.1	1.10.2.2
Manes.18G022300	AT5G42800.1	1.1.1.219
Manes.06G151000	AT5G23940.1	2.3.1.99
Manes.01G027100	AT2G03640.2	3.6.4.13,3.6.4.12
Manes.02G104700	AT3G51240.1	1.14.11.9
Manes.13G107700	AT3G49680.1	2.6.1.88,2.6.1.42
Manes.12G067900	AT5G48300.1	2.7.7.27
Manes.06G100200	AT1G74920.1	1.2.1.8
Manes.16G002300	AT1G05010.1	1.14.17.4
Manes.06G088400	AT3G25400.1	3.6.1.12
Manes.03G150000	AT5G13930.1	2.3.1.74
Manes.12G132300	AT1G22380.1	2.4.1.85
Manes.11G075100	AT5G13930.1	2.3.1.74
Manes.S068400	AT1G17745.1	1.1.1.95
Manes.14G054600	AT3G04120.1	1.2.1.12
Manes.05G056000	AT4G09320.1	2.7.4.6
