ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.17G072300	AT5G46180.1	2.6.1.13
Manes.10G052600	AT5G58330.1	1.1.1.82
Manes.04G076300	AT1G68010.1	1.1.1.81,1.1.1.29
Manes.13G118500	AT4G37250.1	2.7.11.1
Manes.03G086500	AT4G26330.1	3.4.14.10
Manes.04G078800	AT4G38800.1	3.2.2.16
Manes.04G101700	AT5G48930.1	2.3.1.133
Manes.06G058300	AT5G63890.1	1.1.1.23
Manes.04G013800	AT2G28110.1	2.4.2.41
Manes.04G001300	AT5G22330.1	3.6.4.12
Manes.S060300	AT1G51410.1	1.1.1.195
Manes.15G068900	AT1G11910.1	3.4.23.40
Manes.12G014300	AT5G08530.1	1.6.99.3,1.6.5.3
Manes.16G076400	AT4G32830.1	2.7.11.1
Manes.14G010300	AT1G79230.1	2.8.1.2,2.8.1.1
Manes.15G069200	AT4G26910.2	2.3.1.61
Manes.01G265800	AT3G60820.3	3.4.25.1
Manes.17G100600	AT4G34480.1	3.2.1.39
Manes.07G070200	AT4G35220.1	3.5.1.9
Manes.04G071200	AT4G38510.5	3.6.3.6
Manes.05G060700	AT2G44530.1	2.7.6.1
Manes.08G008400	AT3G53260.1	4.3.1.24
Manes.08G114600	AT5G27930.2	3.1.3.16
Manes.14G118100	AT5G20410.1	2.4.1.46
Manes.02G168800	AT1G77280.1	2.7.11.1
Manes.02G035300	AT1G62710.1	3.4.22.34
Manes.16G000600	AT1G03475.1	1.3.3.3
Manes.07G009700	AT1G51410.1	1.1.1.195
Manes.16G095100	AT3G45310.1	3.4.22.16
Manes.11G153700	AT2G27920.1	3.4.16.5
Manes.03G040700	AT3G45310.1	3.4.22.16
Manes.17G122100	AT5G14780.1	1.2.1.2
Manes.12G092800	AT1G06290.1	1.3.3.6
Manes.12G111700	AT3G50000.1	2.7.11.1
Manes.02G178700	AT1G43670.1	3.1.3.11
Manes.03G211600	AT3G06483.1	2.7.11.2
Manes.18G021300	AT1G45000.2	3.4.25.1
Manes.06G148500	AT4G20850.1	3.4.14.10
Manes.03G150200	AT2G33150.1	2.3.1.16
Manes.11G154400	AT5G22860.1	3.4.16.2
Manes.14G059400	AT3G48270.1	1.14.13.102
Manes.15G110600	AT1G55510.1	1.2.4.4
Manes.11G011700	AT5G50420.1	2.4.1.221
Manes.14G153800	AT4G25840.1	3.1.3.21
Manes.18G060600	AT4G24620.1	5.3.1.9
Manes.08G015700	AT3G53110.1	3.6.4.13
Manes.18G017100	AT4G24160.1	2.3.1.51
Manes.01G008800	AT2G44160.1	1.5.1.20
Manes.01G221300	AT4G02340.1	3.3.2.10
Manes.13G122600	AT4G34050.1	2.1.1.104
Manes.03G191800	AT5G18640.1	3.1.1.3
Manes.09G143000	AT5G56350.1	2.7.1.40
Manes.02G041600	AT4G16760.1	1.3.3.6
Manes.S061400	AT5G65730.1	2.4.1.207,3.2.1.151
Manes.05G003600	AT2G47390.1	3.4.19.1
Manes.01G017300	AT2G43790.1	2.7.11.24
Manes.15G136100	AT1G68020.2	2.4.1.15,3.1.3.12
Manes.13G133400	AT5G19440.1	1.1.1.195
Manes.01G217300	AT4G02480.1	3.6.1.3
Manes.12G108400	AT5G67290.1	1.4.3.3
Manes.18G111000	AT5G23530.1	3.1.1.1
Manes.17G053100	AT4G18480.1	6.6.1.1
Manes.16G016400	AT1G61720.1	1.3.1.77
Manes.01G084700	AT3G60340.2	3.1.2.22
Manes.05G006300	AT1G02305.1	3.4.22.1
Manes.09G183700	AT5G16510.1	5.4.99.30
Manes.S025100	AT4G36760.1	3.4.11.9
Manes.13G147900	AT4G02340.1	3.3.2.10
Manes.15G061100	AT3G26300.1	1.14.13.121
Manes.13G106000	AT2G22780.1	1.1.1.37
Manes.11G081600	AT4G34710.2	4.1.1.19
Manes.03G117700	AT3G20630.1	3.4.19.12
Manes.02G022900	AT5G41210.1	2.5.1.18
Manes.01G137500	AT3G53620.1	3.6.1.1
Manes.04G083000	AT4G34710.2	4.1.1.19
Manes.03G039700	AT2G06050.3	1.3.1.42
Manes.S096100	AT1G45000.1	3.4.25.1
Manes.18G022300	AT5G42800.1	1.1.1.219
Manes.06G172600	AT1G56070.1	3.6.5.3
Manes.09G105200	AT5G01410.1	4.3.3.6
Manes.S094200	AT3G29360.1	1.1.1.22
Manes.11G144700	AT5G60600.1	1.17.7.1
Manes.02G090500	AT2G43020.1	1.5.3.17
Manes.14G043900	AT5G61840.1	2.4.2.41
Manes.05G148800	AT1G75680.1	3.2.1.4
Manes.03G081200	AT3G19820.2	1.3.1.72
Manes.05G108200	AT5G61240.1	2.7.11.1
Manes.04G125700	AT1G11300.1	2.7.11.1
Manes.05G129500	AT1G20950.1	2.7.1.90
Manes.18G019500	AT5G66460.1	3.2.1.78
Manes.01G038600	AT5G24400.1	3.1.1.31
Manes.04G055700	AT5G17770.1	1.6.2.2
Manes.06G100200	AT1G74920.1	1.2.1.8
Manes.S012900	AT1G05690.1	2.3.1.48
Manes.06G054000	AT2G39930.1	3.2.1.68
Manes.12G038400	AT2G20360.1	1.6.5.3
Manes.13G137600	AT3G58610.2	1.1.1.86
Manes.11G012800	AT3G14290.1	3.4.25.1
Manes.12G132300	AT1G22380.1	2.4.1.85
Manes.08G052000	AT2G41530.1	3.1.2.12
Manes.14G141400	AT5G58070.1	1.14.13.90
Manes.S022600	AT3G53620.1	3.6.1.1
Manes.18G018400	AT4G39090.1	3.4.22.41
Manes.09G145900	AT5G33370.1	3.1.1.3
Manes.02G022200	AT4G23100.1	6.3.2.2
Manes.11G076300	AT5G13440.1	1.10.2.2
Manes.02G001000	AT1G32900.1	2.4.1.242
Manes.05G081000	AT1G19670.1	3.1.1.14
Manes.15G152200	AT5G14450.1	3.2.1.51
Manes.15G033600	AT3G22890.1	2.7.7.4
Manes.02G000800	AT1G32930.1	2.4.1.134
Manes.04G094200	AT5G13930.1	2.3.1.74
Manes.05G081100	AT1G19670.1	3.1.1.14
Manes.08G127300	AT4G14880.2	2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47
Manes.10G005300	AT2G40490.1	4.1.1.37
Manes.03G001100	AT4G31300.1	3.4.25.1
Manes.17G108500	AT5G40650.1	1.3.5.1
Manes.06G142400	AT5G51970.2	1.1.1.140
Manes.04G018000	AT2G37040.1	4.3.1.24
Manes.07G075700	AT4G34050.1	2.1.1.104
Manes.06G082100	AT3G08900.1	5.4.99.30
Manes.02G020900	AT1G63770.4	3.4.11.14
Manes.09G179800	AT1G56700.2	3.4.19.3
Manes.14G016900	AT1G56070.1	3.6.5.3
Manes.13G119500	AT5G43060.1	3.4.22.14
Manes.14G103200	AT1G77420.1	2.3.1.22
Manes.S110800	AT3G29320.1	2.4.1.1
Manes.S029900	AT4G38690.1	3.1.4.11,4.6.1.13
Manes.17G055100	AT3G58610.2	1.1.1.86
Manes.06G016900	AT5G49720.1	3.2.1.4
Manes.04G085600	AT4G39090.1	3.4.22.41
Manes.13G102500	AT4G37970.1	1.1.1.195
Manes.11G075100	AT5G13930.1	2.3.1.74
Manes.01G027100	AT2G03640.2	3.6.4.13,3.6.4.12
Manes.16G038300	AT3G58610.2	1.1.1.86
Manes.18G060100	AT1G09750.1	3.4.23.12
Manes.04G083800	AT4G38970.1	4.1.2.13
Manes.15G156500	AT5G40760.1	1.1.1.49
Manes.13G102400	AT4G37970.1	1.1.1.195
Manes.14G145700	AT4G25810.1	2.4.1.207
Manes.12G133000	AT1G22380.1	2.4.1.85
