id_manihot,id_arabidopsis,EC,KO,log2_fold_change,valor_p_ajustado
Manes.04G093100,AT5G13960.1,2.1.1.43,0,9.179494482735,2.7554953608851698e-05
Manes.06G084900,AT2G33040.1,3.6.3.14,K02136,9.13825720941898,4.692373068960969e-16
Manes.15G018900,AT3G06320.1,0,0,9.10305676703747,1.61408751662384e-07
Manes.06G041300,AT2G15580.1,0,0,9.04316185901828,1.7410058363752598e-34
Manes.01G262300,AT2G06850.1,2.4.1.207,0,8.95805935282807,0.0045235093014029
Manes.18G006400,AT5G42270.1,0,K03798,8.91731728529921,3.01000765747966e-12
Manes.06G036700,AT4G30960.1,2.7.11.1,0,8.82826465187299,2.16048832794185e-10
Manes.05G030000,AT1G01490.1,0,0,8.79538568862324,3.18145541443407e-08
Manes.05G064600,AT5G27690.1,0,0,8.728083398573789,1.5859276751412301e-12
Manes.18G055500,AT5G26780.1,2.1.2.1,K00600,8.68137884044393,1.32313588930758e-24
Manes.14G112600,AT4G30960.1,2.7.11.1,0,8.56056340566726,7.953845934189891e-11
Manes.17G122800,AT2G16890.2,0,0,8.53700470996134,0.00457748239154334
Manes.02G093600,AT3G50845.1,0,0,8.53380168141857,4.1584780423271206e-06
Manes.11G139700,AT1G07890.1,1.11.1.11,K00434,8.48105791554813,2.4468637414558496e-51
Manes.01G073700,AT4G12130.1,0,K22073,8.47504161871874,9.68041786082147e-05
Manes.10G045300,AT3G54950.1,0,0,8.44643133891719,2.15187079242335e-05
Manes.02G148100,AT2G29420.1,2.5.1.18,K00799,8.433746863700781,0.000152370046266853
Manes.05G102400,AT1G26820.1,3.1.27.1,K01166,8.339302041016719,0.0021194277392861303
Manes.05G133100,AT1G73760.1,0,0,8.33403020687157,3.14345244236866e-05
Manes.06G087500,AT5G07830.1,"3.2.1.31,3.2.1.167",K07964,8.29189308485659,5.90193829607201e-07
Manes.07G100500,AT3G54820.1,0,K09872,8.289753944425879,3.88731045466303e-25
Manes.10G099500,AT5G64360.2,0,0,8.27224936292668,0.008805786981429259
Manes.07G139600,AT2G40540.2,0,K03549,8.181921839356429,0.00353398548414578
Manes.05G124600,AT1G76390.1,6.3.2.19,0,8.17214520743269,0.000122864044705114
Manes.01G097900,AT5G15490.1,1.1.1.22,K00012,8.17193224465724,8.19403899033582e-07
Manes.08G012800,AT2G36830.1,0,K09873,8.160684709225741,2.08943995410798e-25
Manes.12G028300,AT1G10600.1,3.4.25.1,K11866,8.13412174090768,0.000883871146031965
Manes.15G073100,AT4G27020.1,0,0,8.13119959527218,0.00986040971210031
Manes.01G132400,AT3G58640.2,2.7.11.1,0,8.09780498175539,0.000174004022116118
Manes.04G026800,AT1G07890.5,1.11.1.11,K00434,8.09634019821352,4.2321762209447196e-51
Manes.17G013000,AT4G17830.1,3.5.1.16,K01438,8.0839026592242,8.32353742930223e-05
Manes.08G010800,AT5G03415.1,0,K04683,7.95702154089417,0.0094116772167438
Manes.01G135300,AT3G50845.1,0,0,7.918727961523321,0.000883871146031965
Manes.02G090800,AT3G58640.1,2.7.11.1,0,7.88763396495949,2.89995614028506e-10
Manes.14G097300,AT1G75290.1,1.17.1.3,K13081,7.841254782547411,1.8455385265839e-12
Manes.18G069100,AT1G78070.1,0,0,7.82632301119277,7.135823880943271e-05
Manes.11G014400,AT1G72370.1,0,K02998,7.825354419288041,0.000594677380599956
Manes.06G132900,AT2G22170.1,0,0,7.72339237356246,4.90989206596593e-40
Manes.06G129700,AT5G07440.1,1.4.1.3,K00261,7.6961846500544,0.00258683071251084
Manes.16G095100,AT3G45310.1,3.4.22.16,K01366,7.667321664393961,4.911318806045481e-16
Manes.14G005600,AT1G50490.1,6.3.2.19,K06688,7.65335686649009,1.5376838837238002e-10
Manes.13G058700,AT4G11120.1,0,0,7.6396367131680405,0.00044439588249646907
Manes.12G121200,AT2G22660.2,0,0,7.551095825245159,1.1625087432827901e-05
Manes.11G135200,AT2G28680.1,0,0,7.5349820581613605,3.69098347610978e-05
Manes.15G164700,AT1G49320.1,0,0,7.413040513683111,5.05233679248676e-09
Manes.16G004300,AT1G62290.2,3.4.23.40,K08245,7.40759443569178,4.1052057747513795e-05
Manes.03G063700,AT2G37110.1,0,0,7.400969355803451,3.11083425816749e-06
Manes.15G064900,AT5G55390.2,2.1.1.43,0,7.37856582228415,0.0029789104216552302
Manes.07G132800,AT4G18640.1,2.7.11.1,0,7.37560620806018,6.42357791205634e-05
Manes.13G110300,AT2G22900.1,2.4.2.39,0,7.356589071531451,0.0017752734132194699
Manes.03G040700,AT3G45310.1,3.4.22.16,K01366,7.348998115530441,2.53051857199187e-06
Manes.03G187800,AT3G06270.1,3.1.3.16,0,7.34863995221501,0.000560323551138758
Manes.16G080300,AT4G33010.1,1.4.4.2,K00281,7.15170989726102,6.23840398114275e-06
Manes.14G060100,AT4G20360.1,3.6.5.3,K02358,7.12432318305446,0.0045235093014029
Manes.10G078000,AT2G15480.1,2.4.1.128,K23260,7.09043904180837,0.00334413635339377
Manes.02G049300,AT3G01090.2,2.7.11.1,K07198,7.04609254183381,0.00290967619331263
Manes.03G037800,AT5G13640.1,"2.3.1.20,2.3.1.158",K00679,7.02005414474831,0.000481938372413499
Manes.04G116000,AT5G65550.1,2.4.1.273,0,6.97667405717277,0.00122191637308658
Manes.17G050800,AT1G28520.1,0,0,6.934944633319921,0.00964611328632742
Manes.03G086200,AT4G10450.1,0,K02940,6.903566615620361,4.84717957225963e-13
Manes.08G004600,AT2G37110.1,0,0,6.88409461188688,6.45225759026076e-08
Manes.06G072400,AT1G75290.1,1.17.1.3,K13081,6.84175266665238,0.00103631149032979
Manes.06G061700,AT2G01290.1,5.3.1.6,K01807,6.83347984116928,3.7874333002711603e-06
Manes.06G172100,AT4G15000.1,0,K02901,6.83261002308521,5.46246604199783e-06
Manes.14G173400,AT1G48450.1,0,0,6.8296036163046505,0.00249056552936047
Manes.03G086500,AT4G26330.1,3.4.14.10,0,6.793997469904459,3.96873456602071e-06
Manes.03G055000,AT5G20885.1,0,0,6.781717224246,0.00415553153788046
Manes.15G160800,AT3G27090.1,0,0,6.686537523123059,5.72617429573714e-05
Manes.02G107900,AT1G75900.1,3.1.1.3,0,6.671709950057959,0.0042986643248782205
Manes.15G156500,AT5G40760.1,1.1.1.49,K00036,6.65160233027605,2.58433391944408e-09
Manes.07G114300,AT3G12570.3,0,0,6.57234676543841,0.00399500201712448
Manes.18G003300,AT1G42970.1,"1.2.1.12,1.2.1.13",K05298,6.56304934267482,2.6763165196890296e-08
Manes.08G045000,AT2G42210.2,0,K17790,6.55241870270483,3.6591860224339794e-25
Manes.04G149300,AT1G72370.2,0,K02998,6.54256629336175,1.5133765691259701e-06
Manes.13G148200,AT1G03630.1,1.3.1.33,K00218,6.530844528513111,0.0018693946131631
Manes.01G013500,AT5G51980.1,0,0,6.52183646003654,0.00398959428294895
Manes.08G141100,AT3G04350.1,0,0,6.493078789928759,0.00850601489882477
Manes.09G181200,AT1G11910.1,3.4.23.40,K08245,6.49159526940801,0.0065764862544179
Manes.05G035000,AT3G53740.2,0,K02920,6.48983693680437,2.28880102108659e-05
Manes.11G076300,AT5G13440.1,1.10.2.2,K00411,6.47707465732021,1.90108746757847e-08
Manes.10G037600,AT2G39450.1,0,0,6.43850256739597,0.00529034070843177
Manes.05G057900,AT5G47030.1,0,K02134,6.438203832672841,1.8954400377879997e-07
Manes.05G006300,AT1G02305.1,3.4.22.1,K01363,6.42695861107879,1.69860576682849e-05
Manes.10G052600,AT5G58330.1,1.1.1.82,K00051,6.33669274023607,9.34757340807303e-05
Manes.02G196200,AT1G35470.2,0,K23334,6.2776459982181105,0.00467486848225788
Manes.05G146600,AT2G16600.1,5.2.1.8,K01802,6.25905962530923,3.5932038916207997e-08
Manes.07G054200,AT4G33800.1,0,0,6.23617078671484,0.00216481457507007
Manes.16G101900,AT2G19520.1,0,K10752,6.227354404039791,0.00162758381809896
Manes.16G064400,AT1G08510.1,3.1.2.14,K10781,6.2229246317535996,0.005076001280586029
Manes.10G123200,AT1G60950.1,0,K02639,6.21359683252966,0.00542138796086336
Manes.15G163900,AT4G34480.1,3.2.1.39,0,6.165307361650551,4.34448253164028e-05
Manes.01G152500,AT1G65770.1,0,0,6.157592417049379,0.0008463541115523679
Manes.01G206300,AT4G14830.1,0,0,6.149880318495881,2.1360213603006e-06
Manes.02G154600,AT1G78070.1,0,0,6.1414160584042,9.47970723418754e-09
Manes.15G182200,AT4G17770.1,"2.4.1.15,3.1.3.12",K16055,6.078802902840871,0.00542138796086336
Manes.14G099600,AT3G25800.1,0,K03456,6.07638832356007,1.07761343971504e-17
Manes.05G017000,AT3G61920.1,0,0,6.073946528908969,0.00120209217860967
Manes.08G117500,AT3G05510.1,2.3.1.23,K13511,6.036353492163969,0.00264323824475276
Manes.15G169000,AT1G32550.1,0,K02639,6.0075388361691395,0.00987511835474289
Manes.S058400,AT1G55680.1,0,0,5.9715327477245,0.000342389598033355
Manes.07G020100,AT1G60950.1,0,K02639,5.95821582676632,6.83140428357705e-06
Manes.11G014600,AT1G72370.1,0,K02998,5.9326367929286095,0.00566825059840535
Manes.18G054600,AT1G27530.1,0,K12165,5.83981543590391,0.00275598029449766
Manes.07G013300,AT1G25260.1,0,K14815,5.83393449416391,0.00109626232689763
Manes.16G059600,AT1G10155.1,0,0,5.83195524145974,0.00118846272557707
Manes.03G124700,AT4G27020.1,0,0,5.794946234567781,0.00246032471254375
Manes.17G022200,AT5G25150.1,0,0,5.78985942175458,0.0072635228449965
Manes.02G148300,AT1G28220.1,0,0,5.78095441343151,0.0005551634686203839
Manes.05G060700,AT2G44530.1,2.7.6.1,K00948,5.77844244113039,0.000149359697639963
Manes.14G003000,AT3G20898.1,0,0,5.76868157996161,0.008803658459053629
Manes.09G039500,AT3G58580.1,3.1.13.4,K12603,5.767702028898929,0.00687435133175645
Manes.16G124700,AT1G80490.2,0,0,5.730884100235129,0.00454097603704751
Manes.08G052000,AT2G41530.1,3.1.2.12,K01070,5.69724872051353,2.93672971009109e-06
Manes.01G156600,AT5G65980.1,0,K07088,5.65478760830501,0.000189882871247584
Manes.03G063300,AT2G37130.1,1.11.1.7,K00430,5.6521264116968295,2.7554953608851698e-05
Manes.17G100600,AT4G34480.1,3.2.1.39,0,5.65011908676193,9.60114848904437e-05
Manes.06G054000,AT2G39930.1,3.2.1.68,K01214,5.6213043409378205,0.00137233040524158
Manes.03G106300,AT3G15210.1,0,K09286,5.621065313533321,1.4588081462588001e-06
Manes.09G158200,AT1G54570.1,"2.3.1.20,2.3.1.22",0,5.61703017828394,0.000603015008173556
Manes.10G077200,AT1G47128.1,3.4.22.14,0,5.58945562826527,0.000342389598033355
Manes.15G009900,AT3G16770.1,0,K09286,5.55507003741719,0.00135411073435028
Manes.17G091600,AT2G46290.1,0,K03246,5.55228382787606,0.0028879063028999803
Manes.16G040500,AT1G47128.1,3.4.22.14,0,5.53841091121336,0.000189882871247584
Manes.16G000600,AT1G03475.1,1.3.3.3,K00228,5.52687248380715,0.000596504204282595
Manes.07G052100,AT1G52340.1,1.1.1.331,0,5.49197213182551,0.00044439588249646907
Manes.09G141900,AT1G64770.1,0,0,5.48254438296859,0.00542138796086336
Manes.11G160400,AT2G27600.1,3.6.4.6,K12196,5.466756455224969,0.0030015475030348
Manes.05G056000,AT4G09320.1,2.7.4.6,K00940,5.45204436752576,9.21511261607848e-15
Manes.18G060600,AT4G24620.1,5.3.1.9,K01810,5.44651038617771,8.17221352270183e-05
Manes.16G049700,AT1G79380.1,0,K16280,5.432206855509219,0.00146269981943119
Manes.14G153800,AT4G25840.1,3.1.3.21,K17623,5.4186128141570595,0.00652545839921404
Manes.01G171400,AT5G59480.1,3.1.3.74,K07025,5.416785796946981,0.00723412217621228
Manes.13G068200,AT2G32520.1,0,K01061,5.34844641475067,6.76361603552622e-11
Manes.13G028900,AT1G10630.1,0,K07937,5.31019445887034,1.58391642495715e-13
Manes.01G112700,AT3G18280.1,0,0,5.28266984630546,8.64353003035487e-06
Manes.17G020400,AT5G47030.1,0,K02134,5.26397199700733,0.0014941844654621
Manes.03G063400,AT2G37130.1,1.11.1.7,K00430,5.26197027612343,0.00349890073662308
Manes.02G218200,AT2G44100.1,0,K17255,5.22284631818368,3.14345244236866e-05
Manes.15G033600,AT3G22890.1,2.7.7.4,K13811,5.22276839251409,7.62389018664675e-05
Manes.14G140700,AT4G31985.1,0,K02924,5.218116145928009,2.2604990069707604e-15
Manes.03G055200,AT5G20900.1,0,K13464,5.21298258633012,1.5437210407012198e-06
Manes.11G154400,AT5G22860.1,3.4.16.2,K01285,5.199034321476731,0.000117352546766144
Manes.15G089900,AT5G57850.1,4.1.3.38,K18482,5.1700498350677995,0.0025442469466926
Manes.09G112500,AT5G01710.1,0,0,5.1407564331718305,0.00213365680723504
Manes.12G027300,AT1G10630.1,0,K07937,5.1250501927697005,8.22616770109687e-05
Manes.16G113000,AT4G29100.1,0,0,5.113958399223599,0.00182710913293026
Manes.14G043900,AT5G61840.1,2.4.2.41,K20870,5.09634966783316,0.00128906036336998
Manes.02G048600,AT3G29090.1,3.1.1.11,K01051,5.08368351270286,4.64027713366466e-06
Manes.15G149500,AT1G10630.1,0,K07937,5.018108549839719,1.5920105928283102e-10
Manes.01G178000,AT5G07990.1,1.14.13.88,K13083,4.994574562331549,1.1349139905673e-05
Manes.13G070400,AT2G05710.1,4.2.1.3,K01681,4.96556080156754,0.00246032471254375
Manes.09G115700,AT3G51730.1,0,K12382,4.94731528836815,0.0099773740751847
Manes.04G044100,AT1G04260.1,0,K20359,4.9442176266757,0.00232822942057235
Manes.01G236900,AT1G02305.1,3.4.22.1,K01363,4.9134418853750095,0.00018024507130098898
Manes.11G144700,AT5G60600.1,1.17.7.1,K03526,4.89982226575106,0.00895378894374252
Manes.06G104700,AT5G62790.1,1.1.1.267,K00099,4.89684065638331,0.0073159532669013795
Manes.05G169200,AT1G06870.1,3.4.21.89,K03100,4.89093184739004,0.00848071918377822
Manes.14G118100,AT5G20410.1,2.4.1.46,K03715,4.8893901376310405,0.00119823381959683
Manes.09G179200,AT3G62290.3,0,K07937,4.87467399299243,8.6680588537883e-09
Manes.09G070300,AT1G12050.1,3.7.1.2,K01555,4.86309706744438,0.000249593367232468
Manes.04G066900,AT2G17230.1,0,0,4.8549963740236395,7.120521573940909e-11
Manes.03G001100,AT4G31300.1,3.4.25.1,K02738,4.81228212122147,0.00258683071251084
Manes.16G130500,AT4G31860.1,3.1.3.16,K17499,4.78440673915435,5.72617429573714e-05
Manes.02G121000,AT2G29660.1,0,0,4.7221205260242005,0.00542138796086336
Manes.06G058300,AT5G63890.1,1.1.1.23,K00013,4.72044433091475,0.00614701499480453
Manes.02G158400,AT1G77810.2,2.4.1.134,K20855,4.65856675959462,0.00570697722451065
Manes.13G019400,AT3G26100.2,0,0,4.65539746747576,0.00178130267919725
Manes.13G107500,AT5G65760.1,3.4.16.2,K01285,4.6480555081722805,7.731678291134258e-05
Manes.14G016000,AT4G03280.1,1.10.9.1,K02636,4.60667980800833,0.0078922273010396
Manes.04G010600,AT1G08200.1,4.1.1.35,K12449,4.50984832066108,0.00417181623812549
Manes.06G110100,AT4G24690.1,0,K17987,4.48619481040792,0.00582628519826235
Manes.11G056500,AT3G15810.1,0,0,4.48100718773347,0.00686926612235696
Manes.04G108300,AT1G15760.1,0,0,4.453925740362361,0.00331570529558141
Manes.05G042100,AT2G45640.1,0,K14324,4.40270709869874,0.008222608143303691
Manes.15G075600,AT5G54770.1,0,K03146,4.39855354025328,4.45988069380163e-06
Manes.09G157100,AT4G14880.2,"2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47",K01738,4.37649702686178,0.000170073677659525
Manes.07G065600,AT3G25580.1,0,0,4.34038554893947,0.009265715314254479
Manes.11G081600,AT4G34710.2,4.1.1.19,K01583,4.324467675341491,0.0046929445777388395
Manes.01G112600,AT3G18280.1,0,0,4.30835533420465,4.3246587289509496e-05
Manes.02G161800,AT1G44820.1,3.5.1.14,K14677,4.23379454219387,0.00146441353160465
Manes.09G179800,AT1G56700.2,3.4.19.3,K01304,4.17263431539693,0.000431457606276081
Manes.17G048700,AT2G33845.1,0,K07466,4.14999894146102,0.000204042176728869
Manes.12G156600,AT5G63980.1,"3.1.3.57,3.1.3.7",K15422,4.14567924026859,0.00016482967788965401
Manes.11G016700,AT1G19180.1,0,K13464,4.127374580577181,0.00309954204868118
Manes.10G122500,AT4G05320.2,0,0,4.10599768996417,0.000174004022116118
Manes.08G144100,AT5G18170.1,1.4.1.3,K00261,4.08601781863187,8.19403899033582e-07
Manes.11G012800,AT3G14290.1,3.4.25.1,K02729,4.06297476771986,0.00244573222918885
Manes.14G163000,AT2G19310.1,0,K13993,4.02216737110764,0.00044439588249646907
Manes.17G019500,AT4G18020.2,0,0,3.9497299789370297,0.0086003335829948
Manes.06G100200,AT1G74920.1,1.2.1.8,K00130,3.90936954923758,0.00034838269398696604
Manes.10G047600,AT5G03300.1,2.7.1.20,K00856,3.90424984514763,0.00704825336376119
Manes.05G011800,AT1G10630.1,0,K07937,3.86882744616706,0.00268747294130131
Manes.12G074600,AT2G05710.1,4.2.1.3,K01681,3.7902567286037403,0.000357625554964682
Manes.01G011500,AT5G38410.2,4.1.1.39,K01602,3.76702066252634,1.71063200927232e-05
Manes.11G161800,AT1G08360.1,0,K02865,3.73722637218343,0.0006493028799013401
Manes.12G144200,AT4G31500.1,0,0,3.70933074623843,0.00237542089549677
Manes.02G007800,AT5G42050.1,0,0,3.68093762892403,0.004201431428782989
Manes.04G095400,AT3G54900.1,1.8.1.9,K07390,3.60659157164901,0.00114401915725821
Manes.S022600,AT3G53620.1,3.6.1.1,K01507,3.5920017208406496,4.78416364228346e-05
Manes.08G078500,AT3G46010.2,0,K05765,3.54534254302538,3.91472538442232e-06
Manes.06G136700,AT5G51550.1,0,0,3.5392419366488,0.0086003335829948
Manes.06G172600,AT1G56070.1,3.6.5.3,K03234,3.5273288180340296,5.5834265499089e-05
Manes.06G142400,AT5G51970.2,1.1.1.140,K00008,3.52507302500987,0.0065175752175362705
Manes.01G231700,AT1G10630.1,0,K07937,3.44837787212574,0.0053220775626484
Manes.12G096000,AT2G23620.1,0,0,3.44193223674465,0.00363024679152077
Manes.15G164200,AT3G18820.1,0,K07897,3.43736076573573,0.00677656762940623
Manes.14G122900,AT2G34710.1,0,K09338,3.4083622942371,0.00636269984267
Manes.11G058600,AT4G05320.4,0,0,3.3125649475967403,0.0002201117536011
Manes.16G016400,AT1G61720.1,1.3.1.77,K08695,3.2859181402341,3.14345244236866e-05
Manes.16G098700,AT4G29830.1,0,K12602,3.27063065531604,0.00820245662622141
Manes.04G111000,AT4G05320.2,0,0,3.2103206232433394,9.65906987287858e-09
Manes.02G110200,AT4G35830.1,4.2.1.3,K01681,2.9921125294691606,0.00333791681035596
Manes.18G018400,AT4G39090.1,3.4.22.41,K01373,2.9820421253502705,0.00310857330308424
Manes.17G026300,AT1G11840.6,4.4.1.5,K01759,2.8802548346834804,0.0059079146947215895
Manes.18G125800,AT5G41700.3,6.3.2.19,K06689,2.7897938881370803,4.47948802669498e-05
Manes.01G214200,0,0,0,2.5491462853044102,6.40429326509834e-06
Manes.09G145900,AT5G33370.1,3.1.1.3,0,2.36061097691957,0.0031425789801151
Manes.01G108000,AT3G25780.1,5.3.99.6,K10525,2.3097700830052004,6.0945020957214405e-05
Manes.03G060000,AT2G25760.1,2.7.11.1,0,2.06690435591813,0.00451744497599005
