ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.10G078800	AT4G34050.1	2.1.1.104
Manes.18G116300	AT1G31230.1	1.1.1.3
Manes.05G006300	AT1G02305.1	3.4.22.1
Manes.11G076300	AT5G13440.1	1.10.2.2
Manes.04G094200	AT5G13930.1	2.3.1.74
Manes.05G060700	AT2G44530.1	2.7.6.1
Manes.16G000600	AT1G03475.1	1.3.3.3
Manes.09G145900	AT5G33370.1	3.1.1.3
Manes.18G022300	AT5G42800.1	1.1.1.219
Manes.03G041500	AT2G05840.1	3.4.25.1
Manes.04G010600	AT1G08200.1	4.1.1.35
Manes.02G161800	AT1G44820.1	3.5.1.14
Manes.S110800	AT3G29320.1	2.4.1.1
Manes.11G105100	AT5G20950.1	3.2.1.58
Manes.12G132300	AT1G22380.1	2.4.1.85
Manes.01G027100	AT2G03640.2	3.6.4.13,3.6.4.12
Manes.13G102500	AT4G37970.1	1.1.1.195
Manes.17G055100	AT3G58610.2	1.1.1.86
Manes.04G018000	AT2G37040.1	4.3.1.24
Manes.04G083800	AT4G38970.1	4.1.2.13
Manes.12G124000	AT4G37980.1	1.1.1.195
Manes.09G179800	AT1G56700.2	3.4.19.3
Manes.09G007300	AT3G52990.1	2.7.1.40
Manes.14G110100	AT5G08680.1	3.6.3.14
Manes.03G150000	AT5G13930.1	2.3.1.74
Manes.03G060000	AT2G25760.1	2.7.11.1
Manes.14G173500	AT3G17790.1	3.1.3.2,1.11.1.7
Manes.02G030700	AT1G63000.1	1.1.1.133
Manes.06G172600	AT1G56070.1	3.6.5.3
Manes.11G075100	AT5G13930.1	2.3.1.74
Manes.05G056000	AT4G09320.1	2.7.4.6
Manes.S022600	AT3G53620.1	3.6.1.1
