PWY-2541	plant sterol biosynthesis	RXN-4224	-	G2Z-7490-MONOMER	"&Delta;<sup>24-25</sup>-sitosterol reductase"	G2Z-7490	Manes.03G081200
GLUCONEO-PWY	gluconeogenesis I	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-10686-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-10686	Manes.13G015200
GLUCONEO-PWY	gluconeogenesis I	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-11073-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-11073	Manes.14G054600
GLUCONEO-PWY	gluconeogenesis I	F16BDEPHOS-RXN	EC-3.1.3.11	G2Z-7222-MONOMER	fructose-1,6-bisphosphatase	G2Z-7222	Manes.02G178700
PWY66-399	gluconeogenesis III	MALATE-DEH-RXN	EC-1.1.1.37	G2Z-7645-MONOMER	malate dehydrogenase	G2Z-7645	Manes.03G164100
PWY66-399	gluconeogenesis III	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-8685-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-8685	Manes.06G116400
PWY66-399	gluconeogenesis III	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-10686-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-10686	Manes.13G015200
PWY66-399	gluconeogenesis III	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-11073-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-11073	Manes.14G054600
PWY66-399	gluconeogenesis III	F16BDEPHOS-RXN	EC-3.1.3.11	G2Z-7222-MONOMER	fructose-1,6-bisphosphatase	G2Z-7222	Manes.02G178700
ARGSPECAT-PWY	spermine biosynthesis	SAMDECARB-RXN	EC-4.1.1.50	G2Z-6551-MONOMER	<i>S</i>-adenosylmethionine decarboxylase	G2Z-6551	Manes.01G106600
PWY-3801	sucrose degradation II (sucrose synthase)	GLUC1PURIDYLTRANS-RXN	EC-2.7.7.64	G2Z-6586-MONOMER	"UTP&mdash;glucose-1-phosphate uridylyltransferase"	G2Z-6586	Manes.01G123000
PWY-3801	sucrose degradation II (sucrose synthase)	GLUC1PURIDYLTRANS-RXN	EC-2.7.7.64	G2Z-7020-MONOMER	"UTP&mdash;glucose-1-phosphate uridylyltransferase"	G2Z-7020	Manes.02G080600
PWY-101	photosynthesis light reactions	PSII-RXN	EC-1.10.3.9	G2Z-9432-MONOMER	photosystem II	G2Z-9432	Manes.09G000200
PWY-5659	GDP-mannose biosynthesis	2.7.7.13-RXN	EC-2.7.7.13	G2Z-9063-MONOMER	mannose-1-phosphate guanylyltransferase	G2Z-9063	Manes.07G120300
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	G2Z-7731-MONOMER	acyl-CoA:diacylglycerol acyltransferase	G2Z-7731	Manes.03G212700
TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	EC-2.3.1.20	G2Z-9699-MONOMER	acyl-CoA:diacylglycerol acyltransferase	G2Z-9699	Manes.09G158200
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	F16BDEPHOS-RXN	EC-3.1.3.11	G2Z-7222-MONOMER	fructose-1,6-bisphosphatase	G2Z-7222	Manes.02G178700
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-8685-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-8685	Manes.06G116400
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-10686-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-10686	Manes.13G015200
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-11073-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-11073	Manes.14G054600
PWY-1121	suberin monomers biosynthesis	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-8976-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-8976	Manes.07G075700
PWY-1121	suberin monomers biosynthesis	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-10897-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-10897	Manes.13G122600
PWYQT-4427	sulfoquinovosyl diacylglycerol biosynthesis	RXN-1223	EC-3.13.1.1	G2Z-7417-MONOMER	UDP-sulfoquinovose synthase	G2Z-7417	Manes.03G048700
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	PMPOXI-RXN	EC-1.4.3.5	G2Z-8081-MONOMER	pyridoxamine 5'-phosphate oxidase	G2Z-8081	Manes.05G020900
PLPSAL-PWY	pyridoxal 5'-phosphate salvage I	PNPOXI-RXN	EC-1.4.3.5	G2Z-8081-MONOMER	pyridoxine 5'-phosphate oxidase	G2Z-8081	Manes.05G020900
PWY-7039	phosphatidate metabolism, as a signaling molecule	3.1.4.11-RXN	EC-3.1.4.11	G2Z-12536-MONOMER	phosphatidylinositol 4,5-bisphosphate lipase C	G2Z-12536	Manes.S029900
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	F16BDEPHOS-RXN	EC-3.1.3.11	G2Z-7222-MONOMER	fructose-1,6-bisphosphatase	G2Z-7222	Manes.02G178700
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-8685-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-8685	Manes.06G116400
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-10686-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-10686	Manes.13G015200
GLYCOLYSIS	glycolysis I (from glucose 6-phosphate)	GAPOXNPHOSPHN-RXN	EC-1.2.1.12	G2Z-11073-MONOMER	glyceraldehyde-3-phosphate dehydrogenase	G2Z-11073	Manes.14G054600
CHLOROPHYLL-SYN	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	RXN0-1461	EC-1.3.3.3	G2Z-11692-MONOMER	coproporphyrinogen III oxidase	G2Z-11692	Manes.16G000600
PWY-4361	"<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation"	RXN-15650	EC-2.6.1	G2Z-10867-MONOMER		G2Z-10867	Manes.13G107700
BSUBPOLYAMSYN-PWY	spermidine biosynthesis I	SAMDECARB-RXN	EC-4.1.1.50	G2Z-6551-MONOMER	<i>S</i>-adenosylmethionine decarboxylase	G2Z-6551	Manes.01G106600
PWY-561	superpathway of glyoxylate cycle and fatty acid degradation	MALATE-DEH-RXN	EC-1.1.1.37	G2Z-7645-MONOMER	malate dehydrogenase	G2Z-7645	Manes.03G164100
PWY-361	phenylpropanoid biosynthesis	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-8976-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-8976	Manes.07G075700
PWY-361	phenylpropanoid biosynthesis	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-10897-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-10897	Manes.13G122600
PWY-5690	TCA cycle II (plants and fungi)	MALATE-DEH-RXN	EC-1.1.1.37	G2Z-7645-MONOMER	malate dehydrogenase	G2Z-7645	Manes.03G164100
HOMOSERSYN-PWY	L-homoserine biosynthesis	HOMOSERDEHYDROG-RXN	EC-1.1.1.3	G2Z-12446-MONOMER	homoserine dehydrogenase	G2Z-12446	Manes.18G116300
PWY-7498	phenylpropanoids methylation (ice plant)	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-8976-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-8976	Manes.07G075700
PWY-7498	phenylpropanoids methylation (ice plant)	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-10897-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-10897	Manes.13G122600
PWY-5129	sphingolipid biosynthesis (plants)	SERINE-C-PALMITOYLTRANSFERASE-RXN	EC-2.3.1.50	G2Z-10963-MONOMER	serine palmitoyltransferase	G2Z-10963	Manes.13G154900
PWY-6363	D-<i>myo</i>-inositol (1,4,5)-trisphosphate degradation	3.1.3.57-RXN	EC-3.1.3.57	G2Z-10648-MONOMER	inositol 1,4-bisphosphate 1-phosphatase	G2Z-10648	Manes.12G156600
PWY-5083	NAD/NADH phosphorylation and dephosphorylation	NADH-DEHYDROG-A-RXN	EC-1.6.5.3	G2Z-9476-MONOMER	NADH:ubiquinone oxidoreductase (H<sup>+</sup>-transporting)	G2Z-9476	Manes.09G030500
CYSTSYN-PWY	L-cysteine biosynthesis I	ACSERLY-RXN	EC-2.5.1.47	G2Z-9697-MONOMER	<i>O</i>-acetylserine sulfhydrylase	G2Z-9697	Manes.09G157100
PWY-6039	chlorogenic acid biosynthesis I	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-8976-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-8976	Manes.07G075700
PWY-6039	chlorogenic acid biosynthesis I	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	G2Z-10897-MONOMER	caffeoyl-CoA 3-<i>O</i>-methyltransferase	G2Z-10897	Manes.13G122600
THIOREDOX-PWY	thioredoxin pathway	THIOREDOXIN-REDUCT-NADPH-RXN	EC-1.8.1.9	G2Z-8662-MONOMER	thioredoxin reductase	G2Z-8662	Manes.06G106400
PWY-6367	D-<i>myo</i>-inositol-5-phosphate metabolism	3.1.4.11-RXN	EC-3.1.4.11	G2Z-12536-MONOMER	phosphatidylinositol 4,5-bisphosphate lipase C	G2Z-12536	Manes.S029900
PWY-6351	D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis	3.1.4.11-RXN	EC-3.1.4.11	G2Z-12536-MONOMER	phosphatidylinositol 4,5-bisphosphate lipase C	G2Z-12536	Manes.S029900
PWY-7495	gossypetin metabolism	RXN-15522	EC-1.14.99	G2Z-8618-MONOMER		G2Z-8618	Manes.06G085500
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	GLUTRNAREDUCT-RXN	EC-1.2.1.70	G2Z-8425-MONOMER	glutamyl-tRNA reductase	G2Z-8425	Manes.05G187000
COA-PWY	coenzyme A biosynthesis I (prokaryotic)	PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3	G2Z-6606-MONOMER	pantetheine-phosphate adenylyltransferase	G2Z-6606	Manes.01G136800
PWY-5723	Rubisco shunt	RIB5PISOM-RXN	EC-5.3.1.6	G2Z-8580-MONOMER	ribose-5-phosphate isomerase	G2Z-8580	Manes.06G061700
P401-PWY	cyanide degradation	L-3-CYANOALANINE-SYNTHASE-RXN	EC-4.4.1.9	G2Z-8106-MONOMER	"&beta;-cyanoalanine synthase"	G2Z-8106	Manes.05G033000
