ID_manihot	ID_Arabidopsis  	KEGG/ec
Manes.06G132400	AT5G61540.1	3.5.1.26
Manes.08G117200	AT3G05530.1	3.4.25.1
Manes.05G033000	AT3G61440.1	4.4.1.9
Manes.14G153800	AT4G25840.1	3.1.3.21
Manes.17G040400	AT4G21585.1	3.1.30.1
Manes.06G159700	AT5G53450.1	2.7.11.1
Manes.01G123000	AT5G17310.2	2.7.7.9
Manes.17G013000	AT4G17830.1	3.5.1.16
Manes.13G061200	AT5G48230.2	2.3.1.9
Manes.10G052600	AT5G58330.1	1.1.1.82
Manes.12G111700	AT3G50000.1	2.7.11.1
Manes.14G024000	AT4G09980.1	2.1.1.62
Manes.08G161600	AT5G58290.1	3.6.4.8
Manes.05G017700	AT1G01140.1	2.7.11.1
Manes.10G008900	AT2G40300.1	1.16.3.1
Manes.02G119300	AT2G29960.1	5.2.1.8
Manes.09G126300	AT5G16870.1	3.1.1.29
Manes.03G187800	AT3G06270.1	3.1.3.16
Manes.01G137500	AT3G53620.1	3.6.1.1
Manes.15G163900	AT4G34480.1	3.2.1.39
Manes.06G052600	AT5G55190.1	4.2.1.17
Manes.S029900	AT4G38690.1	3.1.4.11,4.6.1.13
Manes.05G020900	AT2G46580.1	1.4.3.5
Manes.14G128800	AT5G55190.1	4.2.1.17
Manes.16G061800	AT5G11720.1	3.2.1.20
Manes.03G081200	AT3G19820.2	1.3.1.72
Manes.03G193100	AT3G21420.1	1.14.11.32
Manes.13G091100	AT2G22240.1	5.5.1.4
Manes.16G023900	AT5G08370.1	3.2.1.22
Manes.18G033200	AT2G26560.1	3.1.1.26
Manes.10G066400	AT3G48690.1	3.1.1.1
Manes.05G187000	AT1G58290.1	1.2.1.70
Manes.03G020300	AT3G16060.1	3.6.4.4
Manes.14G075900	AT2G02760.1	6.3.2.19
Manes.06G151000	AT5G23940.1	2.3.1.99
Manes.14G005600	AT1G50490.1	6.3.2.19
Manes.06G116400	AT3G04120.1	1.2.1.12
Manes.14G054600	AT3G04120.1	1.2.1.12
Manes.06G106400	AT5G63030.1	1.8.1.9
Manes.06G085500	AT5G07990.1	1.14.13.21
Manes.05G006300	AT1G02305.1	3.4.22.1
Manes.04G150200	AT3G14240.1	3.4.21.25
Manes.07G120300	AT2G39770.2	2.7.7.22,2.7.7.13
Manes.07G063900	AT3G43740.1	2.7.11.1
Manes.14G097300	AT1G75290.1	1.17.1.3
Manes.13G147900	AT4G02340.1	3.3.2.10
Manes.02G178700	AT1G43670.1	3.1.3.11
Manes.09G158200	AT1G54570.1	2.3.1.20,2.3.1.22
Manes.15G175200	AT5G39950.1	1.6.5.4
Manes.02G210900	AT5G27470.1	6.1.1.11
Manes.03G086500	AT4G26330.1	3.4.14.10
Manes.08G052000	AT2G41530.1	3.1.2.12
Manes.13G107700	AT3G49680.1	2.6.1.88,2.6.1.42
Manes.01G120000	AT5G37540.1	3.4.23.12
Manes.06G016900	AT5G49720.1	3.2.1.4
Manes.12G156600	AT5G63980.1	3.1.3.57,3.1.3.7
Manes.09G030500	AT2G42310.1	1.6.5.3
Manes.13G015200	AT3G04120.1	1.2.1.12
Manes.16G119200	AT5G55190.1	4.2.1.17
Manes.03G164100	AT5G43330.1	1.1.1.37
Manes.14G010700	AT1G16470.1	3.4.25.1
Manes.09G070300	AT1G12050.1	3.7.1.2
Manes.01G106600	AT3G02470.4	4.1.1.50
Manes.09G157100	AT4G14880.2	2.5.1.52,2.5.1.51,4.2.1.50,2.5.1.47
Manes.01G150200	AT5G42180.1	1.11.1.7
Manes.11G011400	AT1G53750.1	3.4.25.1
Manes.16G119300	AT5G55190.1	4.2.1.17
Manes.18G116300	AT1G31230.1	1.1.1.3
Manes.07G075700	AT4G34050.1	2.1.1.104
Manes.03G060000	AT2G25760.1	2.7.11.1
